gen,elapsed_sec,evals_total,engine,metrics
30,0.05790591239929199,6200,"{'gen': 31, 'best_fitness': -7.850967909590988, 'mean_fitness': -13.987205216618017, 'pop_size': 200}",{}
31,0.05974888801574707,6400,"{'gen': 32, 'best_fitness': -7.690322127475791, 'mean_fitness': -13.027811541646706, 'pop_size': 200}",{}
32,0.06162595748901367,6600,"{'gen': 33, 'best_fitness': -7.568105995277298, 'mean_fitness': -12.059656932632953, 'pop_size': 200}",{}
33,0.06346702575683594,6800,"{'gen': 34, 'best_fitness': -7.017172822435177, 'mean_fitness': -10.91257665660215, 'pop_size': 200}",{}
34,0.06529903411865234,7000,"{'gen': 35, 'best_fitness': -6.715051179042553, 'mean_fitness': -10.015709002093994, 'pop_size': 200}",{}
35,0.0671539306640625,7200,"{'gen': 36, 'best_fitness': -5.902812891531787, 'mean_fitness': -9.374158380576068, 'pop_size': 200}",{}
36,0.06898784637451172,7400,"{'gen': 37, 'best_fitness': -5.070415393501121, 'mean_fitness': -8.568101107709994, 'pop_size': 200}",{}
37,0.07081294059753418,7600,"{'gen': 38, 'best_fitness': -5.334743256353756, 'mean_fitness': -8.005274522915565, 'pop_size': 200}",{}
38,0.0726327896118164,7800,"{'gen': 39, 'best_fitness': -4.323372941231969, 'mean_fitness': -7.3779658652327536, 'pop_size': 200}",{}
39,0.07444000244140625,8000,"{'gen': 40, 'best_fitness': -3.997467682219205, 'mean_fitness': -6.8170899727727985, 'pop_size': 200}",{}
40,0.07623982429504395,8200,"{'gen': 41, 'best_fitness': -3.509779476048639, 'mean_fitness': -6.0423263301055545, 'pop_size': 200}",{}
41,0.07804083824157715,8400,"{'gen': 42, 'best_fitness': -3.4416117582967547, 'mean_fitness': -5.68442581799292, 'pop_size': 200}",{}
42,0.07982897758483887,8600,"{'gen': 43, 'best_fitness': -3.0704957004491393, 'mean_fitness': -5.3173740671712775, 'pop_size': 200}",{}
43,0.08163785934448242,8800,"{'gen': 44, 'best_fitness': -3.0756771933499465, 'mean_fitness': -4.8251966133918165, 'pop_size': 200}",{}
44,0.0834660530090332,9000,"{'gen': 45, 'best_fitness': -2.4470132143431904, 'mean_fitness': -4.501453850096755, 'pop_size': 200}",{}
45,0.0852668285369873,9200,"{'gen': 46, 'best_fitness': -2.2862409145805738, 'mean_fitness': -4.226395086148901, 'pop_size': 200}",{}
46,0.08708572387695312,9400,"{'gen': 47, 'best_fitness': -1.6710118044050648, 'mean_fitness': -3.935831644865766, 'pop_size': 200}",{}
47,0.08889293670654297,9600,"{'gen': 48, 'best_fitness': -1.4489760558321112, 'mean_fitness': -3.6431368476217876, 'pop_size': 200}",{}
48,0.09068083763122559,9800,"{'gen': 49, 'best_fitness': -1.2361878979194143, 'mean_fitness': -3.5063541521246537, 'pop_size': 200}",{}
49,0.09248685836791992,10000,"{'gen': 50, 'best_fitness': -1.5535207856491968, 'mean_fitness': -3.1280286642092214, 'pop_size': 200}",{}
50,0.09431600570678711,10200,"{'gen': 51, 'best_fitness': -1.1022101080463091, 'mean_fitness': -2.9184103198259455, 'pop_size': 200}",{}
51,0.09611296653747559,10400,"{'gen': 52, 'best_fitness': -1.1735539849528611, 'mean_fitness': -2.7667938181614784, 'pop_size': 200}",{}
52,0.09791374206542969,10600,"{'gen': 53, 'best_fitness': -1.1135413099497353, 'mean_fitness': -2.6214940523443047, 'pop_size': 200}",{}
53,0.09973978996276855,10800,"{'gen': 54, 'best_fitness': -0.9580082371229289, 'mean_fitness': -2.5514308376829367, 'pop_size': 200}",{}
54,0.101531982421875,11000,"{'gen': 55, 'best_fitness': -1.043740580119633, 'mean_fitness': -2.369155444381241, 'pop_size': 200}",{}
55,0.10333395004272461,11200,"{'gen': 56, 'best_fitness': -0.6464404372758599, 'mean_fitness': -2.208069156130846, 'pop_size': 200}",{}
56,0.10514688491821289,11400,"{'gen': 57, 'best_fitness': -0.8746079632970939, 'mean_fitness': -2.1104245652957747, 'pop_size': 200}",{}
57,0.10694575309753418,11600,"{'gen': 58, 'best_fitness': -0.9500568717885453, 'mean_fitness': -2.106943445831571, 'pop_size': 200}",{}
58,0.10873770713806152,11800,"{'gen': 59, 'best_fitness': -0.775280193714249, 'mean_fitness': -2.0335325357385106, 'pop_size': 200}",{}
59,0.11055994033813477,12000,"{'gen': 60, 'best_fitness': -0.7046385164567205, 'mean_fitness': -1.9968804449141526, 'pop_size': 200}",{}
60,0.11236310005187988,12200,"{'gen': 61, 'best_fitness': -0.7478539688453157, 'mean_fitness': -2.025352373022534, 'pop_size': 200}",{}
61,0.11415982246398926,12400,"{'gen': 62, 'best_fitness': -0.7474321327920717, 'mean_fitness': -2.0099596862998563, 'pop_size': 200}",{}
62,0.11598086357116699,12600,"{'gen': 63, 'best_fitness': -0.6263360517822707, 'mean_fitness': -1.9772010967039113, 'pop_size': 200}",{}
63,0.11777901649475098,12800,"{'gen': 64, 'best_fitness': -0.8264695936884837, 'mean_fitness': -1.9561085799337314, 'pop_size': 200}",{}
64,0.11956477165222168,13000,"{'gen': 65, 'best_fitness': -0.8117047637324815, 'mean_fitness': -1.9812129807286225, 'pop_size': 200}",{}
65,0.12138080596923828,13200,"{'gen': 66, 'best_fitness': -0.6352987793436417, 'mean_fitness': -2.028663765215189, 'pop_size': 200}",{}
66,0.12319183349609375,13400,"{'gen': 67, 'best_fitness': -0.4800349102961392, 'mean_fitness': -2.0463793056927084, 'pop_size': 200}",{}
67,0.12499475479125977,13600,"{'gen': 68, 'best_fitness': -0.556745543470507, 'mean_fitness': -2.0691157828133617, 'pop_size': 200}",{}
68,0.12680983543395996,13800,"{'gen': 69, 'best_fitness': -0.5651430986837062, 'mean_fitness': -2.015014459050581, 'pop_size': 200}",{}
69,0.12860989570617676,14000,"{'gen': 70, 'best_fitness': -0.510554482955902, 'mean_fitness': -1.9510041051907794, 'pop_size': 200}",{}
70,0.13041090965270996,14200,"{'gen': 71, 'best_fitness': -0.7554583197666668, 'mean_fitness': -1.879928988629136, 'pop_size': 200}",{}
71,0.13223791122436523,14400,"{'gen': 72, 'best_fitness': -0.6471825262758242, 'mean_fitness': -1.8798560122174666, 'pop_size': 200}",{}
72,0.13453912734985352,14600,"{'gen': 73, 'best_fitness': -0.5743275184699677, 'mean_fitness': -1.8841704886965556, 'pop_size': 200}",{}
73,0.13756585121154785,14800,"{'gen': 74, 'best_fitness': -0.8644475155792726, 'mean_fitness': -1.8609143829362949, 'pop_size': 200}",{}
74,0.13930869102478027,15000,"{'gen': 75, 'best_fitness': -0.7226502940787665, 'mean_fitness': -1.8693598501405952, 'pop_size': 200}",{}
75,0.14101886749267578,15200,"{'gen': 76, 'best_fitness': -0.7030521702357337, 'mean_fitness': -1.966286952063399, 'pop_size': 200}",{}
76,0.14285492897033691,15400,"{'gen': 77, 'best_fitness': -0.8360504867393365, 'mean_fitness': -2.019473885471436, 'pop_size': 200}",{}
77,0.144697904586792,15600,"{'gen': 78, 'best_fitness': -0.5238988726350383, 'mean_fitness': -1.93840318451342, 'pop_size': 200}",{}
78,0.14652180671691895,15800,"{'gen': 79, 'best_fitness': -0.5670159742507009, 'mean_fitness': -1.8982020892004092, 'pop_size': 200}",{}
79,0.14837193489074707,16000,"{'gen': 80, 'best_fitness': -0.762388935824106, 'mean_fitness': -1.9351163887177134, 'pop_size': 200}",{}
80,0.15019798278808594,16200,"{'gen': 81, 'best_fitness': -0.7007176175615135, 'mean_fitness': -1.8943931087925008, 'pop_size': 200}",{}
81,0.15202903747558594,16400,"{'gen': 82, 'best_fitness': -0.5484476306855475, 'mean_fitness': -1.867217158689022, 'pop_size': 200}",{}
82,0.15384674072265625,16600,"{'gen': 83, 'best_fitness': -0.5907774340356263, 'mean_fitness': -1.8666643360527087, 'pop_size': 200}",{}
83,0.1556699275970459,16800,"{'gen': 84, 'best_fitness': -0.5715337561674436, 'mean_fitness': -1.8608963638066256, 'pop_size': 200}",{}
84,0.15748095512390137,17000,"{'gen': 85, 'best_fitness': -0.6197521825713916, 'mean_fitness': -1.876988707045249, 'pop_size': 200}",{}
85,0.1593019962310791,17200,"{'gen': 86, 'best_fitness': -0.8255027526362081, 'mean_fitness': -1.8334170972363462, 'pop_size': 200}",{}
86,0.1611189842224121,17400,"{'gen': 87, 'best_fitness': -0.7390220568645542, 'mean_fitness': -1.8289616385721388, 'pop_size': 200}",{}
87,0.16293883323669434,17600,"{'gen': 88, 'best_fitness': -0.7100766472219845, 'mean_fitness': -1.867281028645021, 'pop_size': 200}",{}
88,0.1647639274597168,17800,"{'gen': 89, 'best_fitness': -0.6840721626013229, 'mean_fitness': -1.791816707419156, 'pop_size': 200}",{}
89,0.16657280921936035,18000,"{'gen': 90, 'best_fitness': -0.7888875525158745, 'mean_fitness': -1.7374217431327699, 'pop_size': 200}",{}
90,0.16837406158447266,18200,"{'gen': 91, 'best_fitness': -0.826019653318978, 'mean_fitness': -1.783437872784428, 'pop_size': 200}",{}
91,0.1701829433441162,18400,"{'gen': 92, 'best_fitness': -0.8305081978219597, 'mean_fitness': -1.794591985864335, 'pop_size': 200}",{}
92,0.17198801040649414,18600,"{'gen': 93, 'best_fitness': -0.6099628395058819, 'mean_fitness': -1.7595729140023648, 'pop_size': 200}",{}
93,0.1737809181213379,18800,"{'gen': 94, 'best_fitness': -0.796066720370519, 'mean_fitness': -1.766632061690915, 'pop_size': 200}",{}
94,0.17557883262634277,19000,"{'gen': 95, 'best_fitness': -0.5812317274542871, 'mean_fitness': -1.738200626024684, 'pop_size': 200}",{}
95,0.17736601829528809,19200,"{'gen': 96, 'best_fitness': -0.5547224916108278, 'mean_fitness': -1.8126020999588563, 'pop_size': 200}",{}
96,0.17916083335876465,19400,"{'gen': 97, 'best_fitness': -0.5889609993482519, 'mean_fitness': -1.8737237418916397, 'pop_size': 200}",{}
97,0.18095183372497559,19600,"{'gen': 98, 'best_fitness': -0.6789312477050623, 'mean_fitness': -1.787119606403743, 'pop_size': 200}",{}
98,0.1827409267425537,19800,"{'gen': 99, 'best_fitness': -0.6283155136488805, 'mean_fitness': -1.8207556952211268, 'pop_size': 200}",{}
99,0.18452882766723633,20000,"{'gen': 100, 'best_fitness': -0.6099940198501876, 'mean_fitness': -1.8168218260305673, 'pop_size': 200}",{}
100,0.18631982803344727,20200,"{'gen': 101, 'best_fitness': -0.6431179964728713, 'mean_fitness': -1.739520663826247, 'pop_size': 200}",{}
101,0.18811297416687012,20400,"{'gen': 102, 'best_fitness': -0.7194716353741395, 'mean_fitness': -1.7688291324713563, 'pop_size': 200}",{}
102,0.18990397453308105,20600,"{'gen': 103, 'best_fitness': -0.6716935703244371, 'mean_fitness': -1.8380306521811565, 'pop_size': 200}",{}
103,0.1916959285736084,20800,"{'gen': 104, 'best_fitness': -0.6827473091596831, 'mean_fitness': -1.8537709104958566, 'pop_size': 200}",{}
104,0.1934800148010254,21000,"{'gen': 105, 'best_fitness': -0.7061666432603484, 'mean_fitness': -1.8693043652774446, 'pop_size': 200}",{}
105,0.19527196884155273,21200,"{'gen': 106, 'best_fitness': -0.8913253275164985, 'mean_fitness': -1.8916677025172317, 'pop_size': 200}",{}
106,0.19706177711486816,21400,"{'gen': 107, 'best_fitness': -0.7628199184038418, 'mean_fitness': -1.8804626459579543, 'pop_size': 200}",{}
107,0.1988508701324463,21600,"{'gen': 108, 'best_fitness': -0.7274006834547442, 'mean_fitness': -1.9149793616291952, 'pop_size': 200}",{}
108,0.20063281059265137,21800,"{'gen': 109, 'best_fitness': -0.6472467691717108, 'mean_fitness': -1.9666358061514426, 'pop_size': 200}",{}
109,0.20243382453918457,22000,"{'gen': 110, 'best_fitness': -0.4231666536340011, 'mean_fitness': -1.897895058389326, 'pop_size': 200}",{}
110,0.20424890518188477,22200,"{'gen': 111, 'best_fitness': -0.6095656786350565, 'mean_fitness': -1.8260432385804746, 'pop_size': 200}",{}
111,0.2060558795928955,22400,"{'gen': 112, 'best_fitness': -0.6598828950951983, 'mean_fitness': -1.7788900337835014, 'pop_size': 200}",{}
112,0.2078568935394287,22600,"{'gen': 113, 'best_fitness': -0.6312344805268832, 'mean_fitness': -1.7556954957174082, 'pop_size': 200}",{}
113,0.20965886116027832,22800,"{'gen': 114, 'best_fitness': -0.7641965040663926, 'mean_fitness': -1.782082063904452, 'pop_size': 200}",{}
114,0.21147489547729492,23000,"{'gen': 115, 'best_fitness': -0.6193971665416427, 'mean_fitness': -1.7499413433997475, 'pop_size': 200}",{}
115,0.21329283714294434,23200,"{'gen': 116, 'best_fitness': -0.736981769125553, 'mean_fitness': -1.8440541657754221, 'pop_size': 200}",{}
116,0.21509480476379395,23400,"{'gen': 117, 'best_fitness': -0.4879230906212515, 'mean_fitness': -1.8369939780387738, 'pop_size': 200}",{}
117,0.21689701080322266,23600,"{'gen': 118, 'best_fitness': -0.6332684160277883, 'mean_fitness': -1.7126186280369922, 'pop_size': 200}",{}
118,0.21870994567871094,23800,"{'gen': 119, 'best_fitness': -0.7934334209891141, 'mean_fitness': -1.6859393694353881, 'pop_size': 200}",{}
119,0.22049999237060547,24000,"{'gen': 120, 'best_fitness': -0.5482266740298688, 'mean_fitness': -1.7164067941862342, 'pop_size': 200}",{}
120,0.22231101989746094,24200,"{'gen': 121, 'best_fitness': -0.6765115409017778, 'mean_fitness': -1.8078542307080647, 'pop_size': 200}",{}
121,0.22411179542541504,24400,"{'gen': 122, 'best_fitness': -0.5264949962436892, 'mean_fitness': -1.8805453766443343, 'pop_size': 200}",{}
122,0.22591376304626465,24600,"{'gen': 123, 'best_fitness': -0.47025443389744004, 'mean_fitness': -1.8196127353470424, 'pop_size': 200}",{}
123,0.22772574424743652,24800,"{'gen': 124, 'best_fitness': -0.45485373449719374, 'mean_fitness': -1.8460179722393435, 'pop_size': 200}",{}
124,0.22954082489013672,25000,"{'gen': 125, 'best_fitness': -0.5306395791485871, 'mean_fitness': -1.848259989478568, 'pop_size': 200}",{}
125,0.23134899139404297,25200,"{'gen': 126, 'best_fitness': -0.6914295851175822, 'mean_fitness': -1.8707380208680506, 'pop_size': 200}",{}
126,0.2331547737121582,25400,"{'gen': 127, 'best_fitness': -0.5949537011077982, 'mean_fitness': -1.861047607738409, 'pop_size': 200}",{}
127,0.23497986793518066,25600,"{'gen': 128, 'best_fitness': -0.7038129754044814, 'mean_fitness': -1.7523726914755906, 'pop_size': 200}",{}
128,0.23678803443908691,25800,"{'gen': 129, 'best_fitness': -0.6086482703548932, 'mean_fitness': -1.6746338648995687, 'pop_size': 200}",{}
129,0.23860478401184082,26000,"{'gen': 130, 'best_fitness': -0.5201699854782093, 'mean_fitness': -1.6679587486734755, 'pop_size': 200}",{}
130,0.2404019832611084,26200,"{'gen': 131, 'best_fitness': -0.44519079243930637, 'mean_fitness': -1.6409626186054629, 'pop_size': 200}",{}
131,0.2422170639038086,26400,"{'gen': 132, 'best_fitness': -0.5604068058213805, 'mean_fitness': -1.6217259177667955, 'pop_size': 200}",{}
132,0.24401092529296875,26600,"{'gen': 133, 'best_fitness': -0.6167402812423688, 'mean_fitness': -1.6600701765896497, 'pop_size': 200}",{}
133,0.24582195281982422,26800,"{'gen': 134, 'best_fitness': -0.6795382850970255, 'mean_fitness': -1.6756053949998273, 'pop_size': 200}",{}
134,0.24762868881225586,27000,"{'gen': 135, 'best_fitness': -0.40970011767500375, 'mean_fitness': -1.6747081086627305, 'pop_size': 200}",{}
135,0.24942278861999512,27200,"{'gen': 136, 'best_fitness': -0.533255280182456, 'mean_fitness': -1.7443641610472571, 'pop_size': 200}",{}
136,0.25122594833374023,27400,"{'gen': 137, 'best_fitness': -0.5158327897939721, 'mean_fitness': -1.756496300459114, 'pop_size': 200}",{}
137,0.25301575660705566,27600,"{'gen': 138, 'best_fitness': -0.6683669898705132, 'mean_fitness': -1.7970711888118975, 'pop_size': 200}",{}
138,0.2548177242279053,27800,"{'gen': 139, 'best_fitness': -0.7154594193645578, 'mean_fitness': -1.8582718575862651, 'pop_size': 200}",{}
139,0.25661587715148926,28000,"{'gen': 140, 'best_fitness': -0.7020508962799809, 'mean_fitness': -1.9055538733737085, 'pop_size': 200}",{}
140,0.25841784477233887,28200,"{'gen': 141, 'best_fitness': -0.4696103904822945, 'mean_fitness': -1.9266578137470816, 'pop_size': 200}",{}
141,0.2602229118347168,28400,"{'gen': 142, 'best_fitness': -0.44499289352998117, 'mean_fitness': -1.8550335687487172, 'pop_size': 200}",{}
142,0.26203083992004395,28600,"{'gen': 143, 'best_fitness': -0.589558314149218, 'mean_fitness': -1.8681239394050693, 'pop_size': 200}",{}
143,0.26382994651794434,28800,"{'gen': 144, 'best_fitness': -0.585154100186761, 'mean_fitness': -1.8812806813551526, 'pop_size': 200}",{}
144,0.2656419277191162,29000,"{'gen': 145, 'best_fitness': -0.5376152184839815, 'mean_fitness': -1.8490945779659516, 'pop_size': 200}",{}
145,0.2674679756164551,29200,"{'gen': 146, 'best_fitness': -0.5027351787766499, 'mean_fitness': -1.7673235688491973, 'pop_size': 200}",{}
146,0.27051711082458496,29400,"{'gen': 147, 'best_fitness': -0.5106564895894787, 'mean_fitness': -1.792739019743843, 'pop_size': 200}",{}
147,0.2722499370574951,29600,"{'gen': 148, 'best_fitness': -0.5945877949032856, 'mean_fitness': -1.7610392246968345, 'pop_size': 200}",{}
148,0.27407288551330566,29800,"{'gen': 149, 'best_fitness': -0.7326261087032141, 'mean_fitness': -1.806356077513161, 'pop_size': 200}",{}
149,0.2759287357330322,30000,"{'gen': 150, 'best_fitness': -0.5875743237131005, 'mean_fitness': -1.845813391725572, 'pop_size': 200}",{}
150,0.2777390480041504,30200,"{'gen': 151, 'best_fitness': -0.535527226108253, 'mean_fitness': -1.9223669583675806, 'pop_size': 200}",{}
151,0.27953481674194336,30400,"{'gen': 152, 'best_fitness': -0.625464681391072, 'mean_fitness': -1.8345852868251382, 'pop_size': 200}",{}
152,0.2813730239868164,30600,"{'gen': 153, 'best_fitness': -0.8454704922773589, 'mean_fitness': -1.8741479189542118, 'pop_size': 200}",{}
153,0.28317809104919434,30800,"{'gen': 154, 'best_fitness': -0.6514450430308032, 'mean_fitness': -1.8862528958141715, 'pop_size': 200}",{}
154,0.2849769592285156,31000,"{'gen': 155, 'best_fitness': -0.6424098835039804, 'mean_fitness': -1.8205057008672094, 'pop_size': 200}",{}
155,0.2867929935455322,31200,"{'gen': 156, 'best_fitness': -0.8846910742813067, 'mean_fitness': -1.8451787877372234, 'pop_size': 200}",{}
156,0.28859400749206543,31400,"{'gen': 157, 'best_fitness': -0.5960141035745999, 'mean_fitness': -1.8659564673687625, 'pop_size': 200}",{}
157,0.29038071632385254,31600,"{'gen': 158, 'best_fitness': -0.7150787032825668, 'mean_fitness': -1.9277369031583393, 'pop_size': 200}",{}
158,0.2921898365020752,31800,"{'gen': 159, 'best_fitness': -0.5655922611674494, 'mean_fitness': -1.9371979451775543, 'pop_size': 200}",{}
159,0.2939908504486084,32000,"{'gen': 160, 'best_fitness': -0.5792776400301988, 'mean_fitness': -1.8979347880989657, 'pop_size': 200}",{}
160,0.29578590393066406,32200,"{'gen': 161, 'best_fitness': -0.7440067912256226, 'mean_fitness': -1.8799766943195606, 'pop_size': 200}",{}
161,0.2975959777832031,32400,"{'gen': 162, 'best_fitness': -0.6250386883274044, 'mean_fitness': -1.8804277129981242, 'pop_size': 200}",{}
162,0.29939985275268555,32600,"{'gen': 163, 'best_fitness': -0.5258287339283816, 'mean_fitness': -1.8503972946386216, 'pop_size': 200}",{}
163,0.3011939525604248,32800,"{'gen': 164, 'best_fitness': -0.5096887554468552, 'mean_fitness': -1.8266454153807223, 'pop_size': 200}",{}
164,0.303009033203125,33000,"{'gen': 165, 'best_fitness': -0.4169867268390477, 'mean_fitness': -1.8105157269383665, 'pop_size': 200}",{}
165,0.30480289459228516,33200,"{'gen': 166, 'best_fitness': -0.6346737165850492, 'mean_fitness': -1.8080843183229995, 'pop_size': 200}",{}
166,0.3065989017486572,33400,"{'gen': 167, 'best_fitness': -0.5212344572029474, 'mean_fitness': -1.805768899640097, 'pop_size': 200}",{}
167,0.30840611457824707,33600,"{'gen': 168, 'best_fitness': -0.6687617467061124, 'mean_fitness': -1.850157004481003, 'pop_size': 200}",{}
168,0.3101949691772461,33800,"{'gen': 169, 'best_fitness': -0.781941040782797, 'mean_fitness': -1.8675911036762387, 'pop_size': 200}",{}
169,0.3119990825653076,34000,"{'gen': 170, 'best_fitness': -0.6144798110737848, 'mean_fitness': -1.871063544268729, 'pop_size': 200}",{}
170,0.31381678581237793,34200,"{'gen': 171, 'best_fitness': -0.6634376437496234, 'mean_fitness': -1.8681759913732676, 'pop_size': 200}",{}
171,0.3156108856201172,34400,"{'gen': 172, 'best_fitness': -0.667372576168779, 'mean_fitness': -1.873048592505383, 'pop_size': 200}",{}
172,0.3174159526824951,34600,"{'gen': 173, 'best_fitness': -0.6682861229611393, 'mean_fitness': -1.839223133260698, 'pop_size': 200}",{}
173,0.3192329406738281,34800,"{'gen': 174, 'best_fitness': -0.5409413705326346, 'mean_fitness': -1.7867797654775819, 'pop_size': 200}",{}
174,0.3210470676422119,35000,"{'gen': 175, 'best_fitness': -0.6466515794070834, 'mean_fitness': -1.850412062556857, 'pop_size': 200}",{}
175,0.32286596298217773,35200,"{'gen': 176, 'best_fitness': -0.6988418020371725, 'mean_fitness': -1.8955944599691998, 'pop_size': 200}",{}
176,0.32468676567077637,35400,"{'gen': 177, 'best_fitness': -0.8596241386324198, 'mean_fitness': -1.9098930050778318, 'pop_size': 200}",{}
177,0.32648301124572754,35600,"{'gen': 178, 'best_fitness': -0.4374062733460788, 'mean_fitness': -1.991777988847732, 'pop_size': 200}",{}
178,0.3282897472381592,35800,"{'gen': 179, 'best_fitness': -0.6312786238589443, 'mean_fitness': -1.94433070967525, 'pop_size': 200}",{}
179,0.33011293411254883,36000,"{'gen': 180, 'best_fitness': -0.6026653809295521, 'mean_fitness': -1.9323723967058128, 'pop_size': 200}",{}
180,0.33193492889404297,36200,"{'gen': 181, 'best_fitness': -0.6852226442619085, 'mean_fitness': -1.826433496504722, 'pop_size': 200}",{}
181,0.3337368965148926,36400,"{'gen': 182, 'best_fitness': -0.6444903978017031, 'mean_fitness': -1.7260645785927307, 'pop_size': 200}",{}
182,0.33555006980895996,36600,"{'gen': 183, 'best_fitness': -0.45896160638385886, 'mean_fitness': -1.690423397045263, 'pop_size': 200}",{}
183,0.33733677864074707,36800,"{'gen': 184, 'best_fitness': -0.5795748564230343, 'mean_fitness': -1.715769256108635, 'pop_size': 200}",{}
184,0.339127779006958,37000,"{'gen': 185, 'best_fitness': -0.6181790929021787, 'mean_fitness': -1.789606113197961, 'pop_size': 200}",{}
185,0.3409419059753418,37200,"{'gen': 186, 'best_fitness': -0.6473946840274599, 'mean_fitness': -1.8102475924703743, 'pop_size': 200}",{}
186,0.3427269458770752,37400,"{'gen': 187, 'best_fitness': -0.6865229507189017, 'mean_fitness': -1.8047028605065134, 'pop_size': 200}",{}
187,0.34450793266296387,37600,"{'gen': 188, 'best_fitness': -0.6382049717256734, 'mean_fitness': -1.8128027991409343, 'pop_size': 200}",{}
188,0.34632182121276855,37800,"{'gen': 189, 'best_fitness': -0.5810903448820947, 'mean_fitness': -1.761147528984655, 'pop_size': 200}",{}
189,0.3481171131134033,38000,"{'gen': 190, 'best_fitness': -0.4667077034306484, 'mean_fitness': -1.7684079576784775, 'pop_size': 200}",{}
